value1,sensor1,sensor2,sensor3,sensor4
145.7,94.8,250.0,95.0,255.0
144.1,95.2,250.0,95.0,255.0
141.8,94.8,250.0,95.0,255.0
139.8,94.9,250.0,70.0,255.0
138.2,95.0,250.0,70.0,255.0
135.9,94.9,250.0,70.0,255.0
134.0,94.9,250.0,70.0,255.0
132.3,94.8,250.0,70.0,255.0
129.8,94.9,250.0,70.0,255.0
127.8,95.0,250.0,70.0,255.0
125.9,94.8,250.0,70.0,255.0
124.3,95.0,250.0,70.0,255.0
121.9,95.1,250.0,70.0,255.0
120.2,94.8,250.0,70.0,255.0
118.1,95.1,250.0,70.0,255.0
115.8,95.1,250.0,70.0,255.0
114.1,94.9,250.0,70.0,255.0
112.1,95.1,250.0,70.0,255.0
109.9,94.8,250.0,70.0,255.0
108.2,95.1,250.0,70.0,255.0
106.2,94.9,250.0,70.0,255.0
103.9,95.0,250.0,70.0,255.0
101.8,95.1,250.0,70.0,255.0
100.2,90.1,180.0,70.0,260.0
102.2,90.2,180.0,70.0,260.0
104.1,89.9,180.0,70.0,260.0
106.2,90.1,180.0,70.0,260.0
108.3,89.9,180.0,70.0,260.0
110.0,90.1,180.0,70.0,260.0
112.0,90.2,180.0,70.0,260.0
114.2,90.2,180.0,70.0,260.0
115.9,89.8,180.0,70.0,260.0
118.3,90.1,180.0,70.0,260.0
120.1,90.2,180.0,70.0,260.0
122.2,90.0,180.0,70.0,260.0
124.3,90.0,180.0,70.0,260.0
125.7,90.0,180.0,70.0,260.0
127.8,90.1,180.0,70.0,260.0
130.2,90.1,180.0,95.0,260.0
132.3,89.9,180.0,95.0,260.0
134.1,90.0,180.0,95.0,260.0
135.7,89.9,180.0,95.0,260.0
137.8,89.8,180.0,95.0,260.0
139.8,89.9,180.0,95.0,260.0
142.3,90.1,180.0,95.0,260.0
143.9,90.1,180.0,95.0,260.0
146.0,89.9,180.0,95.0,260.0
147.9,90.0,180.0,95.0,260.0
149.8,89.9,180.0,95.0,260.0
151.9,89.9,180.0,95.0,260.0
153.8,90.0,180.0,95.0,260.0
155.8,90.0,180.0,95.0,260.0
158.0,89.9,180.0,95.0,260.0
159.8,90.0,190.0,95.0,260.0
161.8,90.2,190.0,95.0,260.0
164.2,89.9,190.0,95.0,260.0
166.3,90.1,190.0,95.0,260.0
168.1,90.2,190.0,95.0,260.0
169.8,90.1,190.0,95.0,260.0
171.8,89.9,190.0,95.0,260.0
173.8,89.8,190.0,95.0,260.0
176.3,90.0,190.0,95.0,260.0
178.3,89.9,190.0,95.0,260.0
179.7,110.2,190.0,95.0,265.0
178.2,110.0,190.0,95.0,265.0
176.0,110.0,190.0,95.0,265.0
174.1,109.8,190.0,95.0,265.0
171.7,110.0,190.0,95.0,265.0
169.9,109.9,190.0,95.0,265.0
167.7,110.1,190.0,95.0,265.0
166.1,110.1,190.0,95.0,265.0
163.8,110.0,190.0,95.0,265.0
161.7,109.8,190.0,95.0,265.0
160.1,110.0,190.0,70.0,265.0
158.3,110.1,190.0,70.0,265.0
156.3,109.9,190.0,70.0,265.0
153.8,109.8,190.0,70.0,265.0
151.8,109.9,190.0,70.0,265.0
149.9,110.0,190.0,70.0,265.0
147.9,110.0,190.0,70.0,265.0
145.8,110.0,190.0,70.0,265.0
144.2,110.1,190.0,70.0,265.0
142.2,110.0,190.0,70.0,265.0
140.1,109.8,200.0,70.0,265.0
138.0,109.9,200.0,70.0,265.0
136.0,110.0,200.0,70.0,265.0
133.9,110.0,200.0,70.0,265.0
131.8,110.1,200.0,70.0,265.0
129.8,110.1,200.0,70.0,265.0
128.1,109.9,200.0,70.0,265.0
126.3,109.9,200.0,70.0,265.0
123.8,110.1,200.0,70.0,265.0
121.9,110.2,200.0,70.0,265.0
119.8,110.0,200.0,70.0,265.0
118.0,110.0,200.0,70.0,265.0
115.8,109.9,200.0,70.0,265.0
113.9,110.1,200.0,70.0,265.0
112.2,110.1,200.0,70.0,265.0
110.1,109.8,200.0,70.0,265.0
108.1,110.0,200.0,70.0,265.0
106.1,110.0,200.0,70.0,265.0
103.9,109.9,200.0,70.0,265.0
101.7,110.0,200.0,70.0,265.0
99.9,95.1,200.0,70.0,270.0
101.9,94.9,200.0,70.0,270.0
104.2,95.1,200.0,70.0,270.0
106.1,95.0,200.0,70.0,270.0
108.1,94.9,200.0,70.0,270.0
109.7,95.1,200.0,95.0,270.0
111.8,95.2,200.0,95.0,270.0
113.8,95.1,200.0,95.0,270.0
116.2,94.9,200.0,95.0,270.0
118.1,95.2,200.0,95.0,270.0
119.9,95.2,210.0,95.0,270.0
121.8,94.9,210.0,95.0,270.0
124.2,94.9,210.0,95.0,270.0
126.0,95.0,210.0,95.0,270.0
128.3,95.0,210.0,95.0,270.0
130.0,95.0,210.0,95.0,270.0
132.1,95.1,210.0,95.0,270.0
133.8,94.9,210.0,95.0,270.0
135.8,95.0,210.0,95.0,270.0
138.1,95.1,210.0,95.0,270.0
139.8,94.9,210.0,95.0,270.0
141.7,95.0,210.0,95.0,270.0
143.9,95.2,210.0,95.0,270.0
145.9,95.0,210.0,95.0,270.0
148.1,95.0,210.0,95.0,270.0
149.8,95.0,210.0,95.0,270.0
151.9,94.9,210.0,95.0,270.0
154.2,94.9,210.0,95.0,270.0
156.0,95.2,210.0,95.0,270.0
157.9,94.9,210.0,95.0,270.0
160.2,95.1,210.0,95.0,270.0
162.2,94.9,210.0,95.0,270.0
164.1,95.0,210.0,95.0,270.0
166.3,94.9,210.0,95.0,270.0
167.9,95.1,210.0,95.0,270.0
170.0,94.9,210.0,95.0,270.0
172.1,94.9,210.0,95.0,270.0
173.9,94.8,210.0,95.0,270.0
176.1,95.1,210.0,95.0,270.0
178.2,95.1,210.0,95.0,270.0
179.9,89.8,220.0,70.0,275.0
177.8,90.0,220.0,70.0,275.0
176.1,90.1,220.0,70.0,275.0
174.1,90.0,220.0,70.0,275.0
172.0,89.8,220.0,70.0,275.0
169.9,89.9,220.0,70.0,275.0
167.8,90.0,220.0,70.0,275.0
165.8,90.1,220.0,70.0,275.0
164.2,90.0,220.0,70.0,275.0
162.2,89.9,220.0,70.0,275.0
159.7,90.1,220.0,70.0,275.0
158.1,90.0,220.0,70.0,275.0
156.1,89.9,220.0,70.0,275.0
154.2,89.9,220.0,70.0,275.0
152.2,90.0,220.0,70.0,275.0
149.9,90.2,220.0,70.0,275.0
148.1,89.9,220.0,70.0,275.0
146.1,89.9,220.0,70.0,275.0
143.7,89.9,220.0,70.0,275.0
141.9,90.1,220.0,70.0,275.0
139.9,89.9,220.0,70.0,275.0
138.3,89.9,220.0,70.0,275.0
136.0,89.9,220.0,70.0,275.0
133.8,90.1,220.0,70.0,275.0
132.3,90.1,220.0,70.0,275.0
130.0,90.1,220.0,70.0,275.0
127.9,90.1,220.0,70.0,275.0
125.9,90.1,220.0,70.0,275.0
124.1,89.9,220.0,70.0,275.0
122.0,89.9,220.0,70.0,275.0
120.1,90.1,230.0,70.0,275.0
117.8,90.0,230.0,70.0,275.0
116.2,89.9,230.0,70.0,275.0
113.8,90.1,230.0,70.0,275.0
111.9,90.0,230.0,70.0,275.0
110.1,90.1,230.0,95.0,275.0
108.0,90.0,230.0,95.0,275.0
105.7,89.9,230.0,95.0,275.0
103.7,90.1,230.0,95.0,275.0
101.9,90.1,230.0,95.0,275.0
100.1,109.8,230.0,95.0,280.0
101.8,110.2,230.0,95.0,280.0
104.0,110.1,230.0,95.0,280.0
105.9,110.0,230.0,95.0,280.0
107.8,110.1,230.0,95.0,280.0
109.8,110.0,230.0,95.0,280.0
112.3,110.0,230.0,95.0,280.0
113.9,110.1,230.0,95.0,280.0
116.0,110.0,230.0,95.0,280.0
117.8,110.0,230.0,95.0,280.0
120.2,110.1,230.0,95.0,280.0
121.8,110.1,230.0,95.0,280.0
124.1,109.8,230.0,95.0,280.0
126.2,110.1,230.0,95.0,280.0
128.0,109.8,230.0,95.0,280.0
130.0,110.1,230.0,95.0,280.0
131.9,109.9,230.0,95.0,280.0
134.2,110.0,230.0,95.0,280.0
136.0,110.1,230.0,95.0,280.0
138.0,110.1,230.0,95.0,280.0
139.9,109.8,240.0,95.0,280.0
141.8,109.9,240.0,95.0,280.0
144.2,110.1,240.0,95.0,280.0
146.1,110.1,240.0,95.0,280.0
148.2,110.0,240.0,95.0,280.0
149.8,110.0,240.0,95.0,280.0
151.7,110.1,240.0,95.0,280.0
154.3,109.9,240.0,95.0,280.0
156.1,109.8,240.0,95.0,280.0
158.0,110.0,240.0,95.0,280.0
160.2,109.8,240.0,70.0,280.0
162.3,110.2,240.0,70.0,280.0
164.3,109.9,240.0,70.0,280.0
165.8,110.1,240.0,70.0,280.0
168.1,109.9,240.0,70.0,280.0
169.9,110.0,240.0,70.0,280.0
171.8,109.9,240.0,70.0,280.0
174.0,110.1,240.0,70.0,280.0
176.0,109.8,240.0,70.0,280.0
178.2,110.1,240.0,70.0,280.0
180.3,95.2,240.0,70.0,285.0
177.8,95.1,240.0,70.0,285.0
176.3,94.9,240.0,70.0,285.0
174.1,95.2,240.0,70.0,285.0
172.1,95.2,240.0,70.0,285.0
169.9,95.1,240.0,70.0,285.0
168.0,94.9,240.0,70.0,285.0
165.9,95.1,240.0,70.0,285.0
164.3,94.9,240.0,70.0,285.0
162.3,95.2,240.0,70.0,285.0
160.1,95.0,250.0,70.0,285.0
158.3,95.1,250.0,70.0,285.0
156.2,95.2,250.0,70.0,285.0
153.7,94.9,250.0,70.0,285.0
152.2,95.0,250.0,70.0,285.0
149.8,95.0,250.0,70.0,285.0
147.7,94.9,250.0,70.0,285.0
145.9,94.9,250.0,70.0,285.0
144.2,95.2,250.0,70.0,285.0
141.9,94.9,250.0,70.0,285.0
139.9,95.0,250.0,70.0,285.0
138.3,94.9,250.0,70.0,285.0
136.3,94.9,250.0,70.0,285.0
133.7,95.1,250.0,70.0,285.0
131.8,95.2,250.0,70.0,285.0
129.8,95.1,250.0,95.0,285.0
127.8,94.8,250.0,95.0,285.0
126.2,95.1,250.0,95.0,285.0
123.7,95.0,250.0,95.0,285.0
121.7,94.9,250.0,95.0,285.0
120.3,95.1,250.0,95.0,285.0
118.3,95.0,250.0,95.0,285.0
115.9,94.8,250.0,95.0,285.0
114.1,95.0,250.0,95.0,285.0
112.1,95.1,250.0,95.0,285.0
109.8,95.0,250.0,95.0,285.0
107.9,95.2,250.0,95.0,285.0
105.9,94.8,250.0,95.0,285.0
103.8,94.9,250.0,95.0,285.0
101.9,94.8,250.0,95.0,285.0
99.9,90.2,180.0,95.0,230.0
102.1,90.1,180.0,95.0,230.0
104.3,89.9,180.0,95.0,230.0
106.2,89.8,180.0,95.0,230.0
107.8,90.0,180.0,95.0,230.0
110.2,90.0,180.0,95.0,230.0
111.8,89.9,180.0,95.0,230.0
114.2,90.2,180.0,95.0,230.0
116.2,90.2,180.0,95.0,230.0
118.3,90.1,180.0,95.0,230.0
119.8,89.8,180.0,95.0,230.0
122.1,90.0,180.0,95.0,230.0
124.2,90.1,180.0,95.0,230.0
125.8,90.2,180.0,95.0,230.0
128.1,90.1,180.0,95.0,230.0
130.1,90.0,180.0,95.0,230.0
131.9,90.2,180.0,95.0,230.0
134.0,89.8,180.0,95.0,230.0
136.0,90.0,180.0,95.0,230.0
137.9,90.2,180.0,95.0,230.0
140.2,90.1,180.0,70.0,230.0
142.1,90.2,180.0,70.0,230.0
144.0,89.9,180.0,70.0,230.0
146.1,90.0,180.0,70.0,230.0
147.8,89.9,180.0,70.0,230.0
149.8,89.9,180.0,70.0,230.0
151.8,90.0,180.0,70.0,230.0
154.2,90.0,180.0,70.0,230.0
155.8,89.9,180.0,70.0,230.0
157.9,90.0,180.0,70.0,230.0
159.8,89.9,190.0,70.0,230.0
162.2,90.1,190.0,70.0,230.0
164.2,90.0,190.0,70.0,230.0
166.3,90.2,190.0,70.0,230.0
168.1,90.2,190.0,70.0,230.0
169.9,90.0,190.0,70.0,230.0
171.9,90.0,190.0,70.0,230.0
174.2,90.1,190.0,70.0,230.0
176.2,90.2,190.0,70.0,230.0
178.0,90.2,190.0,70.0,230.0
